#Parameters = {BeamSourceOriginX=0; BeamSourceOriginY=0; BeamSourceOriginZ=115.79674639889; D=50.003107798429; PML_offset=0; R=61.548; alpha=90; angle_20dB=11.769; beam_f=-234.79674639889; beam_w=1.94; f=120; n=1.5129; phi=0; source_dist=115.79674639889; th=5.3067463988873; th2=8; theta=0}
#"Y / mm"	"e-field (f=120) (fsGBMacro_3331027.311nm(1,0),(0.0))_Y (Y) [Re]"	"e-field (f=120) (fsGBMacro_3331027.311nm(1,0),(0.0))_Y (Y) [Im]"
#--------------------------------------------------------------------------------------------------------------------------------------------
-19.145025520083	145.36203002930	-103.82582092285
-19.110776816112	143.64695739746	-104.49581909180
-19.076528112140	142.05451965332	-105.07613372803
-19.042279408169	140.51953125000	-105.61444091797
-19.008030704197	139.01502990723	-106.13551330566
-18.973782000226	137.68374633789	-106.55885314941
-18.939533296254	136.35246276855	-106.98219299316
-18.905284592283	135.15798950195	-107.34593200684
-18.871035888311	134.04763793945	-107.67301177979
-18.836787184340	132.95767211914	-107.99338531494
-18.802538480368	132.07852172852	-108.24432373047
-18.768289776397	131.19937133789	-108.49526214600
-18.734041072425	130.45068359375	-108.71544647217
-18.699792368454	129.80555725098	-108.91120910645
-18.665543664482	129.16651916504	-109.10607910156
-18.631294960511	128.75062561035	-109.26809692383
-18.597046256539	128.33474731445	-109.43010711670
-18.562797552567	128.02491760254	-109.58576965332
-18.528548848596	127.82294464111	-109.73497772217
-18.494300144624	127.62861633301	-109.88446807861
-18.460051440653	127.61889648438	-110.04078674316
-18.425802736681	127.60917663574	-110.19710540771
-18.391554032710	127.69758605957	-110.36846923828
-18.357305328738	127.85592651367	-110.55055999756
-18.323056624767	128.03199768066	-110.73815917969
-18.288807920795	128.32882690430	-110.96334075928
-18.254559216824	128.62567138672	-111.18853759766
-18.220310512852	128.99284362793	-111.45340728760
-18.186061808881	129.39436340332	-111.73764801025
-18.151813104909	129.81045532227	-112.03774261475
-18.117564400938	130.27949523926	-112.39537048340
-18.083315696966	130.74856567383	-112.75301361084
-18.049066992995	131.23902893066	-113.17591094971
-18.014818289023	131.73626708984	-113.61939239502
-17.980569585052	132.22981262207	-114.09215545654
-17.946320881080	132.71496582031	-114.63189697266
-17.912072177108	133.20014953613	-115.17166137695
-17.877823473137	133.64111328125	-115.79994964600
-17.843574769165	134.07418823242	-116.44406890869
-17.809326065194	134.47171020508	-117.13145446777
-17.775077361222	134.81420898438	-117.88581848145
-17.740828657251	135.15670776367	-118.64019012451
-17.706579953279	135.38095092773	-119.50112152100
-17.672331249308	135.59716796875	-120.36923217773
-17.638082545336	135.73735046387	-121.29241943359
-17.603833841365	135.79534912109	-122.27513885498
-17.569585137393	135.84880065918	-123.26062774658
-17.535336433422	135.72138977051	-124.35630035400
-17.501087729450	135.59397888184	-125.45191192627
-17.466839025479	135.34881591797	-126.60916900635
-17.432590321507	135.01434326172	-127.81317901611
-17.398341617536	134.65476989746	-129.02859497070
-17.364092913564	134.09776306152	-130.33381652832
-17.329844209593	133.54072570801	-131.63911437988
-17.295595505621	132.83177185059	-133.00436401367
-17.261346801649	132.04342651367	-134.40095520020
-17.227098097678	131.20823669434	-135.81341552734
-17.192849393706	130.18666076660	-137.28904724121
-17.158600689735	129.16502380371	-138.76475524902
-17.124351985763	127.97329711914	-140.28807067871
-17.090103281792	126.72332000732	-141.82772827148
-17.055854577820	125.41066741943	-143.38093566895
-17.021605873849	123.94386291504	-144.96748352051
-16.987357169877	122.47705841064	-146.55403137207
-16.953108465906	120.84441375732	-148.16386413574
-16.918859761934	119.17865753174	-149.77824401855
-16.884611057963	117.44670104980	-151.39530944824
-16.850362353991	115.60544586182	-153.01676940918
-16.816113650020	113.76419067383	-154.63822937012
-16.781864946048	111.78727722168	-156.24610900879
-16.747616242077	109.79889678955	-157.85275268555
-16.713367538105	107.75693511963	-159.44186401367
-16.679118834134	105.65342712402	-161.01084899902
-16.644870130162	103.54991912842	-162.57984924316
-16.610621426190	101.36721038818	-164.08883666992
-16.576372722219	99.183914184570	-165.59719848633
-16.542124018247	96.978828430176	-167.06271362305
-16.507875314276	94.753387451172	-168.48815917969
-16.473626610304	92.527778625488	-169.90917968750
-16.439377906333	90.298484802246	-171.23037719727
-16.405129202361	88.069053649902	-172.55165100098
-16.370880498390	85.859008789062	-173.80258178711
-16.336631794418	83.663581848145	-175.00015258789
-16.302383090447	81.474723815918	-176.18452453613
-16.268134386475	79.349197387695	-177.24174499512
-16.233885682504	77.223556518555	-178.29902648926
-16.199636978532	75.161788940430	-179.26074218750
-16.165388274561	73.139129638672	-180.16387939453
-16.131139570589	71.135681152344	-181.04312133789
-16.096890866618	69.245002746582	-181.78211975098
-16.062642162646	67.354331970215	-182.52113342285
-16.028393458675	65.568389892578	-183.14605712891
-15.994144754703	63.833889007568	-183.71505737305
-15.959896050731	62.133869171143	-184.25028991699
-15.925647346760	60.574344635010	-184.64791870117
-15.891398642788	59.014778137207	-185.04556274414
-15.857149938817	57.590747833252	-185.32156372070
-15.822901234845	56.218647003174	-185.55091857910
-15.788652530874	54.894672393799	-185.74037170410
-15.754403826902	53.716098785400	-185.80915832520
-15.720155122931	52.537490844727	-185.87796020508
-15.685906418959	51.508399963379	-185.83210754395
-15.651657714988	50.522876739502	-185.75283813477
-15.617409011016	49.593139648438	-185.63409423828
-15.583160307045	48.793632507324	-185.42327880859
-15.548911603073	47.994125366211	-185.21244812012
-15.514662899102	47.337291717529	-184.90980529785
-15.480414195130	46.710586547852	-184.58779907227
-15.446165491159	46.137996673584	-184.23498535156
-15.411916787187	45.665279388428	-183.82537841797
-15.377668083215	45.192562103271	-183.41577148438
-15.343419379244	44.834068298340	-182.95210266113
-15.309170675272	44.491565704346	-182.48089599609
-15.274921971301	44.190341949463	-181.99601745605
-15.240673267329	43.950248718262	-181.49085998535
-15.206424563358	43.710166931152	-180.98573303223
-15.172175859386	43.536525726318	-180.47541809082
-15.137927155415	43.367988586426	-179.96470642090
-15.103678451443	43.217086791992	-179.46424865723
-15.069429747472	43.087348937988	-178.97604370117
-15.035181043500	42.957614898682	-178.48786926270
-15.000932339529	42.833053588867	-178.04815673828
-14.966683635557	42.708587646484	-177.60942077637
-14.932434931586	42.570045471191	-177.20822143555
-14.898186227614	42.417751312256	-176.84365844727
-14.863937523643	42.263572692871	-176.48213195801
-14.829688819671	42.052005767822	-176.21345520020
-14.795440115700	41.840431213379	-175.94476318359
-14.761191411728	41.579727172852	-175.73950195312
-14.726942707756	41.280014038086	-175.58456420898
-14.692694003785	40.970657348633	-175.44042968750
-14.658445299813	40.555152893066	-175.41511535645
-14.624196595842	40.139648437500	-175.38980102539
-14.589947891870	39.651645660400	-175.43763732910
-14.555699187899	39.096717834473	-175.55300903320
-14.521450483927	38.541778564453	-175.66839599609
-14.487201779956	37.837985992432	-175.92137145996
-14.452953075984	37.127441406250	-176.18058776855
-14.418704372013	36.351764678955	-176.49528503418
-14.384455668041	35.475658416748	-176.89555358887
-14.350206964070	34.599548339844	-177.29580688477
-14.315958260098	33.583374023438	-177.80598449707
-14.281709556127	32.538528442383	-178.33866882324
-14.247460852155	31.449628829956	-178.90289306641
-14.213212148184	30.239488601685	-179.55390930176
-14.178963444212	29.029380798340	-180.20491027832
-14.144714740241	27.709989547729	-180.92579650879
-14.110466036269	26.344537734985	-181.67611694336
-14.076217332297	24.959598541260	-182.43711853027
-14.041968628326	23.454835891724	-183.26370239258
-14.007719924354	21.950115203857	-184.09028625488
-13.973471220383	20.377367019653	-184.94566345215
-13.939222516411	18.754623413086	-185.82221984863
-13.904973812440	17.130701065063	-186.69905090332
-13.870725108468	15.415792465210	-187.59725952148
-13.836476404497	13.700932502747	-188.49545288086
-13.802227700525	11.957770347595	-189.39018249512
-13.767978996554	10.179958343506	-190.28071594238
-13.733730292582	8.4021959304810	-191.17123413086
-13.699481588611	6.5964460372925	-192.02900695801
-13.665232884639	4.7870664596558	-192.88261413574
-13.630984180668	2.9780068397522	-193.71530151367
-13.596735476696	1.1694622039795	-194.50422668457
-13.562486772725	-0.63903200626373	-195.29313659668
-13.528238068753	-2.4225716590881	-196.01353454590
-13.493989364782	-4.1982774734497	-196.71231079102
-13.459740660810	-5.9614849090576	-197.38896179199
-13.425491956838	-7.6738262176514	-197.97526550293
-13.391243252867	-9.3862152099609	-198.56159973145
-13.356994548895	-11.041045188904	-199.06535339355
-13.322745844924	-12.662574768066	-199.52133178711
-13.288497140952	-14.276148796082	-199.96726989746
-13.254248436981	-15.783341407776	-200.27970886230
-13.219999733009	-17.290575027466	-200.59216308594
-13.185751029038	-18.730400085449	-200.82781982422
-13.151502325066	-20.104625701904	-200.98870849609
-13.117253621095	-21.478889465332	-201.14959716797
-13.083004917123	-22.715324401855	-201.16500854492
-13.048756213152	-23.943477630615	-201.17167663574
-13.014507509180	-25.113597869873	-201.12074279785
-12.980258805209	-26.188936233521	-200.97583007812
-12.946010101237	-27.264303207397	-200.83090209961
-12.911761397266	-28.214653015137	-200.56871032715
-12.877512693294	-29.136945724487	-200.28019714355
-12.843263989323	-30.022003173828	-199.95852661133
-12.809015285351	-30.797225952148	-199.53921508789
-12.774766581379	-31.572446823120	-199.11991882324
-12.740517877408	-32.254707336426	-198.62200927734
-12.706269173436	-32.895168304443	-198.08882141113
-12.672020469465	-33.520851135254	-197.54379272461
-12.637771765493	-34.044609069824	-196.91716003418
-12.603523061522	-34.568355560303	-196.29054260254
-12.569274357550	-35.039169311523	-195.62428283691
-12.535025653579	-35.468929290771	-194.92735290527
-12.500776949607	-35.898689270020	-194.23040771484
-12.466528245636	-36.261234283447	-193.48812866211
-12.432279541664	-36.623767852783	-192.74584960938
-12.398030837693	-36.968002319336	-191.99412536621
-12.363782133721	-37.292293548584	-191.23205566406
-12.329533429750	-37.616573333740	-190.47001647949
-12.295284725778	-37.932289123535	-189.71269226074
-12.261036021807	-38.247608184814	-188.95559692383
-12.226787317835	-38.571605682373	-188.21101379395
-12.192538613864	-38.906875610352	-187.48265075684
-12.158289909892	-39.242134094238	-186.75431823730
-12.124041205920	-39.620750427246	-186.07241821289
-12.089792501949	-40.003471374512	-185.39488220215
-12.055543797977	-40.414466857910	-184.74490356445
-12.021295094006	-40.869297027588	-184.13757324219
-11.987046390034	-41.324138641357	-183.53022766113
-11.952797686063	-41.859462738037	-182.99812316895
-11.918548982091	-42.406768798828	-182.47717285156
-11.884300278120	-42.991676330566	-181.99070739746
-11.850051574148	-43.646739959717	-181.56849670410
-11.815802870177	-44.301815032959	-181.14628601074
-11.781554166205	-45.053928375244	-180.81254577637
-11.747305462234	-45.826271057129	-180.49725341797
-11.713056758262	-46.635463714600	-180.21578979492
-11.678808054291	-47.528194427490	-180.01110839844
-11.644559350319	-48.420951843262	-179.80642700195
-11.610310646348	-49.405265808105	-179.68766784668
-11.576061942376	-50.414760589600	-179.59252929688
-11.541813238405	-51.452365875244	-179.52468872070
-11.507564534433	-52.568725585938	-179.53343200684
-11.473315830461	-53.685085296631	-179.54219055176
-11.439067126490	-54.868976593018	-179.62048339844
-11.404818422518	-56.076400756836	-179.72305297852
-11.370569718547	-57.299194335938	-179.84312438965
-11.336321014575	-58.576637268066	-180.02534484863
-11.302072310604	-59.854042053223	-180.20755004883
-11.267823606632	-61.162921905518	-180.43287658691
-11.233574902661	-62.485363006592	-180.67684936523
-11.199326198689	-63.810901641846	-180.92805480957
-11.165077494718	-65.150947570801	-181.21302795410
-11.130828790746	-66.490951538086	-181.49800109863
-11.096580086775	-67.823730468750	-181.79483032227
-11.062331382803	-69.152732849121	-182.09790039062
-11.028082678832	-70.476455688477	-182.40013122559
-10.993833974860	-71.766189575195	-182.69694519043
-10.959585270889	-73.055877685547	-182.99375915527
-10.925336566917	-74.305541992188	-183.27165222168
-10.891087862945	-75.529830932617	-183.53752136230
-10.856839158974	-76.746154785156	-183.79844665527
-10.822590455002	-77.882606506348	-184.00956726074
-10.788341751031	-79.019088745117	-184.22068786621
-10.754093047059	-80.095695495605	-184.38807678223
-10.719844343088	-81.126914978027	-184.52230834961
-10.685595639116	-82.152648925781	-184.65199279785
-10.651346935145	-83.067016601562	-184.68986511230
-10.617098231173	-83.981407165527	-184.72773742676
-10.582849527202	-84.831794738770	-184.70671081543
-10.548600823230	-85.624427795410	-184.63250732422
-10.514352119259	-86.416610717773	-184.55781555176
-10.480103415287	-87.089714050293	-184.36024475098
-10.445854711316	-87.762809753418	-184.16267395020
-10.411606007344	-88.382606506348	-183.90258789062
-10.377357303373	-88.945167541504	-183.57548522949
-10.343108599401	-89.507743835449	-183.24836730957
-10.308859895430	-89.978919982910	-182.79629516602
-10.274611191458	-90.446372985840	-182.33915710449
-10.240362487486	-90.881225585938	-181.82707214355
-10.206113783515	-91.274421691895	-181.24494934082
-10.171865079543	-91.667625427246	-180.66281127930
-10.137616375572	-92.015533447266	-179.97541809082
-10.103367671600	-92.359367370605	-179.27861022949
-10.069118967629	-92.695274353027	-178.54516601562
-10.034870263657	-93.017646789551	-177.74943542480
-10.000621559686	-93.340019226074	-176.95370483398
-9.9663728557143	-93.668655395508	-176.09397888184
-9.9321241517427	-93.998634338379	-175.22045898438
-9.8978754477712	-94.338455200195	-174.33244323730
-9.8636267437997	-94.704269409180	-173.40609741211
-9.8293780398282	-95.070075988770	-172.47979736328
-9.7951293358566	-95.480369567871	-171.53520202637
-9.7608806318851	-95.907379150391	-170.58372497559
-9.7266319279136	-96.349052429199	-169.63296508789
-9.6923832239421	-96.857948303223	-168.68528747559
-9.6581345199705	-97.366836547852	-167.73764038086
-9.6238858159990	-97.936843872070	-166.81051635742
-9.5896371120275	-98.542526245117	-165.89532470703
-9.5553884080560	-99.156974792480	-164.98516845703
-9.5211397040844	-99.867294311523	-164.12956237793
-9.4868910001129	-100.57762908936	-163.27392578125
-9.4526422961414	-101.34419250488	-162.46304321289
-9.4183935921698	-102.15940856934	-161.69079589844
-9.3841448881983	-102.97460937500	-160.91859436035
-9.3498961842268	-103.88609313965	-160.24789428711
-9.3156474802553	-104.79871368408	-159.57836914062
-9.2813987762837	-105.74771118164	-158.96022033691
-9.2471500723122	-106.74286651611	-158.40722656250
-9.2129013683407	-107.73805236816	-157.85421752930
-9.1786526643692	-108.78799438477	-157.41191101074
-9.1444039603976	-109.84449005127	-156.98284912109
-9.1101552564261	-110.91305541992	-156.59674072266
-9.0759065524546	-112.00441741943	-156.29205322266
-9.0416578484831	-113.09580993652	-155.98735046387
-9.0074091445115	-114.19102478027	-155.77673339844
-8.9731604405400	-115.28721618652	-155.58996582031
-8.9389117365685	-116.37672424316	-155.42939758301
-8.9046630325969	-117.44606781006	-155.34739685059
-8.8704143286254	-118.51541137695	-155.26539611816
-8.8361656246539	-119.54390716553	-155.24363708496
-8.8019169206824	-120.55505371094	-155.24739074707
-8.7676682167108	-121.55274963379	-155.26071166992
-8.7334195127393	-122.47671508789	-155.32635498047
-8.6991708087678	-123.40068817139	-155.39198303223
-8.6649221047963	-124.25670623779	-155.47853088379
-8.6306734008247	-125.06869506836	-155.57861328125
-8.5964246968532	-125.87290954590	-155.67901611328
-8.5621759928817	-126.55387878418	-155.78431701660
-8.5279272889102	-127.23482513428	-155.88960266113
-8.4936785849386	-127.84253692627	-155.98243713379
-8.4594298809671	-128.38035583496	-156.06340026855
-8.4251811769956	-128.91816711426	-156.14434814453
-8.3909324730240	-129.31384277344	-156.17488098145
-8.3566837690525	-129.70417785645	-156.20355224609
-8.3224350650810	-130.03465270996	-156.20011901855
-8.2881863611095	-130.28117370605	-156.15168762207
-8.2539376571379	-130.52767944336	-156.10325622559
-8.2196889531664	-130.65927124023	-155.97044372559
-8.1854402491949	-130.77346801758	-155.82484436035
-8.1511915452234	-130.85113525391	-155.64344787598
-8.1169428412518	-130.85150146484	-155.38627624512
-8.0826941372803	-130.85186767578	-155.12910461426
-8.0484454333088	-130.78298950195	-154.77957153320
-8.0141967293373	-130.69378662109	-154.40292358398
-7.9799480253657	-130.59089660645	-153.99922180176
-7.9456993213942	-130.44097900391	-153.50247192383
-7.9114506174227	-130.29106140137	-153.00573730469
-7.8772019134511	-130.12123107910	-152.43176269531
-7.8429532094796	-129.94190979004	-151.82104492188
-7.8087045055081	-129.76292419434	-151.19715881348
-7.7744558015366	-129.58615112305	-150.48506164551
-7.7402070975650	-129.40939331055	-149.77296447754
-7.7059583935935	-129.25204467773	-149.01248168945
-7.6717096896220	-129.10864257812	-148.21731567383
-7.6374609856505	-128.96751403809	-147.41990661621
-7.6032122816789	-128.88517761230	-146.56442260742
-7.5689635777074	-128.80285644531	-145.70893859863
-7.5347148737359	-128.76208496094	-144.83638000488
-7.5004661697644	-128.76414489746	-143.94622802734
-7.4662174657928	-128.76620483398	-143.05607604980
-7.4319687618213	-128.86473083496	-142.15858459473
-7.3977200578498	-128.96862792969	-141.26069641113
-7.3634713538782	-129.11784362793	-140.37045288086
-7.3292226499067	-129.33444213867	-139.49154663086
-7.2949739459352	-129.55102539062	-138.61264038086
-7.2607252419637	-129.86761474609	-137.77136230469
-7.2264765379921	-130.20086669922	-136.93635559082
-7.1922278340206	-130.56956481934	-136.12178039551
-7.1579791300491	-131.01646423340	-135.35224914551
-7.1237304260776	-131.46334838867	-134.58273315430
-7.0894817221060	-131.99015808105	-133.87664794922
-7.0552330181345	-132.54122924805	-133.18983459473
-7.0209843141630	-133.11209106445	-132.52403259277
-6.9867356101914	-133.75228881836	-131.93188476562
-6.9524869062199	-134.39250183105	-131.33972167969
-6.9182382022484	-135.07978820801	-130.81588745117
-6.8839894982769	-135.78956604004	-130.32469177246
-6.8497407943053	-136.50550842285	-129.84687805176
-6.8154920903338	-137.26208496094	-129.45710754395
-6.7812433863623	-138.01866149902	-129.06733703613
-6.7469946823908	-138.78836059570	-128.73416137695
-6.7127459784192	-139.56729125977	-128.44084167480
-6.6784972744477	-140.34613037109	-128.15112304688
-6.6442485704762	-141.12266540527	-127.94441223145
-6.6099998665047	-141.89921569824	-127.73770141602
-6.5757511625331	-142.66281127930	-127.56719970703
-6.5415024585616	-143.41329956055	-127.43341064453
-6.5072537545901	-144.16378784180	-127.29961395264
-6.4730050506185	-144.86924743652	-127.21963500977
-6.4387563466470	-145.57241821289	-127.14240264893
-6.4045076426755	-146.24902343750	-127.08087158203
-6.3702589387040	-146.88684082031	-127.04228210449
-6.3360102347324	-147.52464294434	-127.00368499756
-6.3017615307609	-148.09387207031	-126.98268127441
-6.2675128267894	-148.65206909180	-126.96450042725
-6.2332641228179	-149.18193054199	-126.94731903076
-6.1990154188463	-149.65055847168	-126.93228149414
-6.1647667148748	-150.11920166016	-126.91724395752
-6.1305180109033	-150.51457214355	-126.89284515381
-6.0962693069318	-150.88821411133	-126.86567687988
-6.0620206029602	-151.24006652832	-126.83291625977
-6.0277718989887	-151.51737976074	-126.78101348877
-5.9935231950172	-151.79469299316	-126.72911834717
-5.9592744910456	-152.00808715820	-126.65406799316
-5.9250257870741	-152.19157409668	-126.56817626953
-5.8907770831026	-152.36306762695	-126.47687530518
-5.8565283791311	-152.45843505859	-126.35121917725
-5.8222796751595	-152.55381774902	-126.22555541992
-5.7880309711880	-152.60203552246	-126.07501983643
-5.7537822672165	-152.61761474609	-125.90724945068
-5.7195335632450	-152.63000488281	-125.73758697510
-5.6852848592734	-152.57600402832	-125.52848815918
-5.6510361553019	-152.52198791504	-125.31938171387
-5.6167874513304	-152.43885803223	-125.09128570557
-5.5825387473589	-152.32672119141	-124.84425354004
-5.5482900433873	-152.21458435059	-124.59722900391
-5.5140413394158	-152.05850219727	-124.31896972656
-5.4797926354443	-151.90039062500	-124.03926849365
