#Parameters = {BeamSourceOriginX=0; BeamSourceOriginY=0; BeamSourceOriginZ=115.79674639889; D=50.003107798429; PML_offset=0; R=61.548; alpha=90; angle_20dB=11.769; beam_f=-234.79674639889; beam_w=1.94; f=120; n=1.5129; phi=0; source_dist=115.79674639889; th=5.3067463988873; th2=8; theta=0}
#"Y / mm"	"power (f=150) (fsGBMacro_3331027.311nm(1,0),(0.0))_Abs (Y) [Magnitude / dB]"
#--------------------------------------------------------------------------------------
-25.001553899214	19.742315475575
-24.967305195243	19.846003584910
-24.933056491271	19.951139545979
-24.898807787300	20.199419916774
-24.864559083328	20.443745330084
-24.830310379357	20.751978455411
-24.796061675385	21.052287019073
-24.761812971414	21.393507281199
-24.727564267442	21.753650829898
-24.693315563471	22.120144328700
-24.659066859499	22.537386427592
-24.624818155528	22.936671601583
-24.590569451556	23.391122346818
-24.556320747585	23.837570759203
-24.522072043613	24.301751535278
-24.487823339642	24.789982731948
-24.453574635670	25.256712867270
-24.419325931699	25.781323398337
-24.385077227727	26.276088680203
-24.350828523755	26.792602955244
-24.316579819784	27.313719237560
-24.282331115812	27.813481825794
-24.248082411841	28.352487770309
-24.213833707869	28.860074025215
-24.179585003898	29.381294456248
-24.145336299926	29.895955545849
-24.111087595955	30.390727716522
-24.076838891983	30.902865083100
-24.042590188012	31.386564137412
-24.008341484040	31.872819609745
-23.974092780069	32.345365251777
-23.939844076097	32.799632590932
-23.905595372126	33.252322217372
-23.871346668154	33.682602559136
-23.837097964183	34.103508438909
-23.802849260211	34.508528891116
-23.768600556240	34.896325213271
-23.734351852268	35.269669315939
-23.700103148296	35.627634954513
-23.665854444325	35.965815225377
-23.631605740353	36.289834467384
-23.597357036382	36.597612960783
-23.563108332410	36.884123393906
-23.528859628439	37.161600973238
-23.494610924467	37.413050903034
-23.460362220496	37.653457536158
-23.426113516524	37.879271582059
-23.391864812553	38.081914718442
-23.357616108581	38.280239056590
-23.323367404610	38.451025415707
-23.289118700638	38.614021870841
-23.254869996667	38.764628861585
-23.220621292695	38.894042981043
-23.186372588724	39.022003466801
-23.152123884752	39.125049581537
-23.117875180781	39.223116212713
-23.083626476809	39.311439003293
-23.049377772837	39.382998145128
-23.015129068866	39.454403888548
-22.980880364894	39.506433894672
-22.946631660923	39.555575448756
-22.912382956951	39.597903361978
-22.878134252980	39.628986274408
-22.843885549008	39.660191032079
-22.809636845037	39.679232856994
-22.775388141065	39.696807837392
-22.741139437094	39.710662268377
-22.706890733122	39.719094691151
-22.672642029151	39.727542320562
-22.638393325179	39.731569495216
-22.604144621208	39.735276152971
-22.569895917236	39.738792640538
-22.535647213265	39.742127851559
-22.501398509293	39.745526751768
-22.467149805322	39.752492343824
-22.432901101350	39.759736351734
-22.398652397378	39.770648029464
-22.364403693407	39.785359742317
-22.330154989435	39.800622609526
-22.295906285464	39.825629578652
-22.261657581492	39.851089941341
-22.227408877521	39.883099062209
-22.193160173549	39.920681956304
-22.158911469578	39.959478835654
-22.124662765606	40.009749306613
-22.090414061635	40.060302044154
-22.056165357663	40.117876953916
-22.021916653692	40.180255459824
-21.987667949720	40.243779146128
-21.953419245749	40.316362146681
-21.919170541777	40.388631367276
-21.884921837806	40.465970534545
-21.850673133834	40.545895205300
-21.816424429863	40.626217935707
-21.782175725891	40.711300452554
-21.747927021919	40.795583504049
-21.713678317948	40.881931043703
-21.679429613976	40.968782279116
-21.645180910005	41.055187216232
-21.610932206033	41.142420464405
-21.576683502062	41.228815881296
-21.542434798090	41.314466190894
-21.508186094119	41.399400648544
-21.473937390147	41.483060071715
-21.439688686176	41.564809219920
-21.405439982204	41.645977987700
-21.371191278233	41.723433987141
-21.336942574261	41.799903130500
-21.302693870290	41.873645824464
-21.268445166318	41.943698548640
-21.234196462347	42.013430914553
-21.199947758375	42.075511709368
-21.165699054404	42.137046157845
-21.131450350432	42.193303798643
-21.097201646460	42.244551732190
-21.062952942489	42.294881301726
-21.028704238517	42.333548476000
-20.994455534546	42.372130484875
-20.960206830574	42.401506989268
-20.925958126603	42.425119313884
-20.891709422631	42.445798034422
-20.857460718660	42.451932982319
-20.823212014688	42.458066232989
-20.788963310717	42.449876253728
-20.754714606745	42.436059407291
-20.720465902774	42.416226251172
-20.686217198802	42.380130342508
-20.651968494831	42.343917625381
-20.617719790859	42.287836768331
-20.583471086888	42.227171757596
-20.549222382916	42.156782042031
-20.514973678945	42.070113844148
-20.480724974973	41.982719993070
-20.446476271001	41.871093269875
-20.412227567030	41.756341848140
-20.377978863058	41.628697241727
-20.343730159087	41.486581855365
-20.309481455115	41.341750348251
-20.275232751144	41.173502068802
-20.240984047172	41.002312318440
-20.206735343201	40.817590412231
-20.172486639229	40.621591194538
-20.138237935258	40.420907864863
-20.103989231286	40.204163746135
-20.069740527315	39.982395880979
-20.035491823343	39.753141260138
-20.001243119372	39.516097563553
-19.966994415400	39.273000544339
-19.932745711429	39.028765852861
-19.898497007457	38.778105470722
-19.864248303485	38.527974813648
-19.829999599514	38.279881329413
-19.795750895542	38.025046294123
-19.761502191571	37.788822313471
-19.727253487599	37.548475234131
-19.693004783628	37.317101248566
-19.658756079656	37.103610856525
-19.624507375685	36.885003080593
-19.590258671713	36.703985744803
-19.556009967742	36.525964144685
-19.521761263770	36.363703259208
-19.487512559799	36.237401017061
-19.453263855827	36.109237296484
-19.419015151856	36.031030534939
-19.384766447884	35.964827371172
-19.350517743913	35.916618666396
-19.316269039941	35.917349017112
-19.282020335970	35.918287880630
-19.247771631998	35.969388583096
-19.213522928026	36.037706680023
-19.179274224055	36.119399577381
-19.145025520083	36.250399789738
-19.110776816112	36.379986325761
-19.076528112140	36.546602756694
-19.042279408169	36.728244790851
-19.008030704197	36.913832505707
-18.973782000226	37.135446529014
-18.939533296254	37.352011534718
-18.905284592283	37.585904893866
-18.871035888311	37.827284090603
-18.836787184340	38.064614177107
-18.802538480368	38.317368213613
-18.768289776397	38.563195871922
-18.734041072425	38.809109295212
-18.699792368454	39.053531589712
-18.665543664482	39.291401191876
-18.631294960511	39.523578809306
-18.597046256539	39.749766424351
-18.562797552567	39.965638482812
-18.528548848596	40.171708749434
-18.494300144624	40.372327294516
-18.460051440653	40.551735618447
-18.425802736681	40.727517441627
-18.391554032710	40.885604755164
-18.357305328738	41.030904123199
-18.323056624767	41.170022901902
-18.288807920795	41.281446678007
-18.254559216824	41.391466591230
-18.220310512852	41.478023765357
-18.186061808881	41.553036177900
-18.151813104909	41.619909914088
-18.117564400938	41.659228826980
-18.083315696966	41.698372532443
-18.049066992995	41.710979711116
-18.014818289023	41.715248736960
-17.980569585052	41.709424586672
-17.946320881080	41.680459980572
-17.912072177108	41.651398330815
-17.877823473137	41.596602191047
-17.843574769165	41.536840415729
-17.809326065194	41.466555621617
-17.775077361222	41.379894016857
-17.740828657251	41.292362702018
-17.706579953279	41.184915460137
-17.672331249308	41.074825242697
-17.638082545336	40.956756573957
-17.603833841365	40.829859327342
-17.569585137393	40.700927481774
-17.535336433422	40.563662926303
-17.501087729450	40.424205037500
-17.466839025479	40.283021170840
-17.432590321507	40.139926529514
-17.398341617536	39.995356298862
-17.364092913564	39.855709155978
-17.329844209593	39.713776305881
-17.295595505621	39.579243154990
-17.261346801649	39.447783621740
-17.227098097678	39.318376193728
-17.192849393706	39.203388068774
-17.158600689735	39.086931018699
-17.124351985763	38.987077004894
-17.090103281792	38.892479024396
-17.055854577820	38.804660432661
-17.021605873849	38.735166788401
-16.987357169877	38.665410286199
-16.953108465906	38.618069709368
-16.918859761934	38.575452251132
-16.884611057963	38.542970427440
-16.850362353991	38.527271463109
-16.816113650020	38.512084155646
-16.781864946048	38.519750482313
-16.747616242077	38.529900176612
-16.713367538105	38.550574387790
-16.679118834134	38.583158632396
-16.644870130162	38.616178108786
-16.610621426190	38.667343099610
-16.576372722219	38.718829953186
-16.542124018247	38.777724519110
-16.507875314276	38.843315004678
-16.473626610304	38.909160564242
-16.439377906333	38.984257653966
-16.405129202361	39.058895996851
-16.370880498390	39.136304501066
-16.336631794418	39.215554681699
-16.302383090447	39.294284056480
-16.268134386475	39.373604189819
-16.233885682504	39.452215819837
-16.199636978532	39.528363193605
-16.165388274561	39.602789031791
-16.131139570589	39.675598170921
-16.096890866618	39.742045373387
-16.062642162646	39.808076622583
-16.028393458675	39.866800650773
-15.994144754703	39.921967195658
-15.959896050731	39.974428150745
-15.925647346760	40.016464922157
-15.891398642788	40.058677775820
-15.857149938817	40.090499126889
-15.822901234845	40.118689040863
-15.788652530874	40.143583159908
-15.754403826902	40.157739439982
-15.720155122931	40.172554045830
-15.685906418959	40.177118687695
-15.651657714988	40.179256078655
-15.617409011016	40.178585192520
-15.583160307045	40.170342433110
-15.548911603073	40.162854132549
-15.514662899102	40.148940581450
-15.480414195130	40.134164260153
-15.446165491159	40.118356309642
-15.411916787187	40.099971137849
-15.377668083215	40.082050811938
-15.343419379244	40.063921240736
-15.309170675272	40.045968158677
-15.274921971301	40.029508374013
-15.240673267329	40.015013185859
-15.206424563358	40.000605838036
-15.172175859386	39.991933364150
-15.137927155415	39.983698906324
-15.103678451443	39.979119753200
-15.069429747472	39.978946484046
-15.035181043500	39.978799152727
-15.000932339529	39.987219042465
-14.966683635557	39.995962813078
-14.932434931586	40.008889306900
-14.898186227614	40.026044887271
-14.863937523643	40.043727037513
-14.829688819671	40.067642588617
-14.795440115700	40.092084024693
